,,,,,,,,,,,,,,,,,,,,,GM_Filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,STID,Earthquake Name,Magnitude,Location,Date,Time,Mag_Type,faultType,Depth,Repi,Rfault,PGA,APKV2,VPK,DPK,SA03,SA1,SA3,Stracc,Event_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36
93,CE58509,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,3,-9999,0.022,0.022,0.85,0.1,0.027,0.004,0,0.088,72948801,GM_Z_93_1_72948801,GM_Z_93_2_72948801,GM_Z_93_3_72948801,GM_X_93_4_72948801,GM_Y_93_5_72948801,GM_Y_93_6_72948801,GM_Z_93_7_72948801,GM_X_93_8_72948801,GM_Y_93_9_72948801,GM_Y_93_10_72948801,GM_X_93_11_72948801,GM_Y_93_12_72948801,GM_Y_93_13_72948801,GM_X_93_14_72948801,GM_Y_93_15_72948801,GM_X_93_16_72948801,GM_Y_93_17_72948801,GM_Y_93_18_72948801,GM_X_93_19_72948801,GM_Y_93_20_72948801,GM_Y_93_21_72948801,GM_X_93_22_72948801,GM_Y_93_23_72948801,,,,,,,,,,,,,
94,CE58532,Loma Prieta Earthquake of 17 Oct 1989,6.9,"Loma Prieta, CA",17/10/1989,5:04:00 PM PDT,Mh,,18,96.6,-9999,0.12,-1,-1,-1,-1,-1,-1,0.3,216859,GM_Z_94_1_216859,GM_Z_94_2_216859,GM_X_94_3_216859,GM_Y_94_4_216859,GM_X_94_5_216859,GM_Y_94_6_216859,GM_X_94_7_216859,GM_Y_94_8_216859,GM_Y_94_9_216859,GM_Y_94_10_216859,GM_X_94_11_216859,GM_Y_94_12_216859,GM_Y_94_13_216859,GM_Y_94_14_216859,GM_Y_94_15_216859,GM_X_94_16_216859,GM_Y_94_17_216859,GM_Y_94_18_216859,,,,,,,,,,,,,,,,,,
94,CE58532,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,1.2,-9999,0.078,0.078,2.55,0.1,0.14,0.008,0.001,0.17,72282711,GM_Z_94_1_72282711,GM_Z_94_2_72282711,GM_X_94_3_72282711,GM_Y_94_4_72282711,GM_X_94_5_72282711,GM_Y_94_6_72282711,GM_X_94_7_72282711,GM_Y_94_8_72282711,GM_Y_94_9_72282711,GM_Y_94_10_72282711,GM_X_94_11_72282711,GM_Y_94_12_72282711,GM_Y_94_13_72282711,GM_Y_94_14_72282711,GM_Y_94_15_72282711,GM_X_94_16_72282711,GM_Y_94_17_72282711,GM_Y_94_18_72282711,,,,,,,,,,,,,,,,,,
94,CE58532,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,1.6,-9999,0.058,0.058,1.69,0.1,0.099,0.006,0.001,0.113,72948801,GM_Z_94_1_72948801,GM_Z_94_2_72948801,GM_X_94_3_72948801,GM_Y_94_4_72948801,GM_X_94_5_72948801,GM_Y_94_6_72948801,GM_X_94_7_72948801,GM_Y_94_8_72948801,GM_Y_94_9_72948801,GM_Y_94_10_72948801,GM_X_94_11_72948801,GM_Y_94_12_72948801,GM_Y_94_13_72948801,GM_Y_94_14_72948801,GM_Y_94_15_72948801,GM_X_94_16_72948801,GM_Y_94_17_72948801,GM_Y_94_18_72948801,,,,,,,,,,,,,,,,,,
95,CE58570,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,2.1,-9999,0.026,0.026,0.65,0,0.025,0.001,0,0.033,72282711,GM_Y_95_1_72282711,GM_Y_95_2_72282711,GM_X_95_3_72282711,GM_Y_95_4_72282711,GM_Y_95_5_72282711,GM_X_95_6_72282711,GM_Y_95_7_72282711,GM_Y_95_8_72282711,GM_X_95_9_72282711,GM_Y_95_10_72282711,GM_Y_95_11_72282711,GM_X_95_12_72282711,,,,,,,,,,,,,,,,,,,,,,,,
95,CE58570,Piedmont Earthquake of 17 Aug 2015,4,"1.3km (0.8mi) N of Piedmont, CA",17/08/2015,06:49:17.320 AM PDT,MW,SS,4.8,9.2,-9999,0.078,0.077,3,0.2,0.137,0.007,0.001,0.143,72507396,GM_Y_95_1_72507396,GM_Y_95_2_72507396,GM_X_95_3_72507396,GM_Y_95_4_72507396,GM_Y_95_5_72507396,GM_X_95_6_72507396,GM_Y_95_7_72507396,GM_Y_95_8_72507396,GM_X_95_9_72507396,GM_Y_95_10_72507396,GM_Y_95_11_72507396,GM_X_95_12_72507396,,,,,,,,,,,,,,,,,,,,,,,,
95,CE58570,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,40.8,40.9,0.013,0.013,0.82,0.3,0.041,0.01,0.002,0.055,72948801,GM_Y_95_1_72948801,GM_Y_95_2_72948801,GM_X_95_3_72948801,GM_Y_95_4_72948801,GM_Y_95_5_72948801,GM_X_95_6_72948801,GM_Y_95_7_72948801,GM_Y_95_8_72948801,GM_X_95_9_72948801,GM_Y_95_10_72948801,GM_Y_95_11_72948801,GM_X_95_12_72948801,,,,,,,,,,,,,,,,,,,,,,,,
95,CE58570,Colma Earthquake of 05 Oct 2019,3.5,"5 km (3.125 mi) WSW of Colma, CA",05/10/2019,08:41:06.700 PDT,MW,,7.5,0.1,-9999,0.078,0.077,2.29,0.1,0.087,0.007,0.001,0.104,73286930,GM_Y_95_1_73286930,GM_Y_95_2_73286930,GM_X_95_3_73286930,GM_Y_95_4_73286930,GM_Y_95_5_73286930,GM_X_95_6_73286930,GM_Y_95_7_73286930,GM_Y_95_8_73286930,GM_X_95_9_73286930,GM_Y_95_10_73286930,GM_Y_95_11_73286930,GM_X_95_12_73286930,,,,,,,,,,,,,,,,,,,,,,,,
96,CE58571,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,1.8,-9999,0.015,0.015,0.32,0,0.017,0.001,0,0.021,72282711,GM_Z_96_1_72282711,GM_Z_96_2_72282711,GM_Z_96_3_72282711,GM_Y_96_4_72282711,GM_Y_96_5_72282711,GM_X_96_6_72282711,GM_Y_96_7_72282711,GM_Y_96_8_72282711,GM_X_96_9_72282711,GM_Y_96_10_72282711,GM_Y_96_11_72282711,GM_X_96_12_72282711,GM_Y_96_13_72282711,GM_Y_96_14_72282711,GM_Z_96_15_72282711,,,,,,,,,,,,,,,,,,,,,
96,CE58571,Piedmont Earthquake of 17 Aug 2015,4,"1.3km (0.8mi) N of Piedmont, CA",17/08/2015,06:49:17.320 AM PDT,MW,SS,4.8,2.1,-9999,0.011,0.011,0.38,0,0.024,0.001,0,0.028,72507396,GM_Z_96_1_72507396,GM_Z_96_2_72507396,GM_Z_96_3_72507396,GM_Y_96_4_72507396,GM_Y_96_5_72507396,GM_X_96_6_72507396,GM_Y_96_7_72507396,GM_Y_96_8_72507396,GM_X_96_9_72507396,GM_Y_96_10_72507396,GM_Y_96_11_72507396,GM_X_96_12_72507396,GM_Y_96_13_72507396,GM_Y_96_14_72507396,GM_Z_96_15_72507396,,,,,,,,,,,,,,,,,,,,,
96,CE58571,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,19.8,-9999,0.011,0.011,0.5,0.1,0.013,0.006,0,0.02,72948801,GM_Z_96_1_72948801,GM_Z_96_2_72948801,GM_Z_96_3_72948801,GM_Y_96_4_72948801,GM_Y_96_5_72948801,GM_X_96_6_72948801,GM_Y_96_7_72948801,GM_Y_96_8_72948801,GM_X_96_9_72948801,GM_Y_96_10_72948801,GM_Y_96_11_72948801,GM_X_96_12_72948801,GM_Y_96_13_72948801,GM_Y_96_14_72948801,GM_Z_96_15_72948801,,,,,,,,,,,,,,,,,,,,,
96,CE58571,Colma Earthquake of 05 Oct 2019,3.5,"5 km (3.125 mi) WSW of Colma, CA",05/10/2019,08:41:06.700 PDT,MW,,7.5,111.6,-9999,0.12,-1,-1,-1,-1,-1,-1,0.32,73286930,GM_Z_96_1_73286930,GM_Z_96_2_73286930,GM_Z_96_3_73286930,GM_Y_96_4_73286930,GM_Y_96_5_73286930,GM_X_96_6_73286930,GM_Y_96_7_73286930,GM_Y_96_8_73286930,GM_X_96_9_73286930,GM_Y_96_10_73286930,GM_Y_96_11_73286930,GM_X_96_12_73286930,GM_Y_96_13_73286930,GM_Y_96_14_73286930,GM_Z_96_15_73286930,,,,,,,,,,,,,,,,,,,,,
97,CE58572,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,15.3,-9999,0.006,0.006,0.36,0,0.026,0.002,0,0.016,72948801,GM_Z_97_1_72948801,GM_Z_97_2_72948801,GM_Y_97_3_72948801,GM_Y_97_4_72948801,GM_X_97_5_72948801,GM_Y_97_6_72948801,GM_Y_97_7_72948801,GM_X_97_8_72948801,GM_Y_97_9_72948801,GM_Y_97_10_72948801,GM_X_97_11_72948801,GM_X_97_12_72948801,GM_X_97_13_72948801,GM_Y_97_14_72948801,GM_Y_97_15_72948801,GM_X_97_16_72948801,GM_X_97_17_72948801,GM_X_97_18_72948801,,,,,,,,,,,,,,,,,,
97,CE58572,Piedmont Earthquake of 16 Jan 2019,3.4,"3 km (1.9 mi) N of Piedmont, CA",16/01/2019,04:42:08.960 PST,MW,SS,11.7,77.8,-9999,0.006,0.005,0.62,0.1,0.015,0.007,0.001,0.019,73133456,GM_Z_97_1_73133456,GM_Z_97_2_73133456,GM_Y_97_3_73133456,GM_Y_97_4_73133456,GM_X_97_5_73133456,GM_Y_97_6_73133456,GM_Y_97_7_73133456,GM_X_97_8_73133456,GM_Y_97_9_73133456,GM_Y_97_10_73133456,GM_X_97_11_73133456,GM_X_97_12_73133456,GM_X_97_13_73133456,GM_Y_97_14_73133456,GM_Y_97_15_73133456,GM_X_97_16_73133456,GM_X_97_17_73133456,GM_X_97_18_73133456,,,,,,,,,,,,,,,,,,
98,CE58590,Piedmont Earthquake of 17 Aug 2015,4,"1.3km (0.8mi) N of Piedmont, CA",17/08/2015,06:49:17.320 AM PDT,MW,SS,4.8,22.7,-9999,0.015,0.015,0.92,0.1,0.041,0.007,0.001,0.046,72507396,GM_Z_98_1_72507396,GM_Z_98_2_72507396,GM_Y_98_3_72507396,GM_Y_98_4_72507396,GM_X_98_5_72507396,GM_Y_98_6_72507396,GM_X_98_7_72507396,GM_Y_98_8_72507396,GM_Y_98_9_72507396,GM_X_98_10_72507396,GM_Y_98_11_72507396,GM_X_98_12_72507396,GM_Y_98_13_72507396,GM_Y_98_14_72507396,GM_X_98_15_72507396,GM_Y_98_16_72507396,GM_Y_98_17_72507396,GM_X_98_18_72507396,,,,,,,,,,,,,,,,,,
98,CE58590,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,22,-9999,0.008,0.008,0.37,0,0.023,0.004,0,0.015,72948801,GM_Z_98_1_72948801,GM_Z_98_2_72948801,GM_Y_98_3_72948801,GM_Y_98_4_72948801,GM_X_98_5_72948801,GM_Y_98_6_72948801,GM_X_98_7_72948801,GM_Y_98_8_72948801,GM_Y_98_9_72948801,GM_X_98_10_72948801,GM_Y_98_11_72948801,GM_X_98_12_72948801,GM_Y_98_13_72948801,GM_Y_98_14_72948801,GM_X_98_15_72948801,GM_Y_98_16_72948801,GM_Y_98_17_72948801,GM_X_98_18_72948801,,,,,,,,,,,,,,,,,,
98,CE58590,Oakland Earthquake of 14 May 2018,3.5,"2.6km (1.6mi) ENE of Oakland, CA",14/05/2018,19:18:35.000 PDT,MW,SS,8.8,26.9,27,0.041,0.041,2.81,1.3,0.122,0.043,0.012,0.093,73016050,GM_Z_98_1_73016050,GM_Z_98_2_73016050,GM_Y_98_3_73016050,GM_Y_98_4_73016050,GM_X_98_5_73016050,GM_Y_98_6_73016050,GM_X_98_7_73016050,GM_Y_98_8_73016050,GM_Y_98_9_73016050,GM_X_98_10_73016050,GM_Y_98_11_73016050,GM_X_98_12_73016050,GM_Y_98_13_73016050,GM_Y_98_14_73016050,GM_X_98_15_73016050,GM_Y_98_16_73016050,GM_Y_98_17_73016050,GM_X_98_18_73016050,,,,,,,,,,,,,,,,,,
98,CE58590,San Lorenzo Earthquake of 28 Jun 2021,3.9,"3 km (1.875 mi) N of San Lorenzo, CA",28/06/2021,18:29:48.060 PDT,MW,,9.2,15,-9999,0.013,0.012,0.6,0.1,0.04,0.007,0.001,0.026,73580646,GM_Z_98_1_73580646,GM_Z_98_2_73580646,GM_Y_98_3_73580646,GM_Y_98_4_73580646,GM_X_98_5_73580646,GM_Y_98_6_73580646,GM_X_98_7_73580646,GM_Y_98_8_73580646,GM_Y_98_9_73580646,GM_X_98_10_73580646,GM_Y_98_11_73580646,GM_X_98_12_73580646,GM_Y_98_13_73580646,GM_Y_98_14_73580646,GM_X_98_15_73580646,GM_Y_98_16_73580646,GM_Y_98_17_73580646,GM_X_98_18_73580646,,,,,,,,,,,,,,,,,,
99,CE58593,Alum Rock Area Earthquake of 30 Oct 2007,5.4,"5 mi NNE of Alum Rock, CA",30/10/2007,8:04:54 PM PDT,Mw,,9.2,13.6,-9999,0.006,0.006,0.32,0,0.015,0.002,0,0.013,40204628,GM_Z_99_1_40204628,GM_X_99_2_40204628,GM_Y_99_3_40204628,GM_Y_99_4_40204628,GM_X_99_5_40204628,GM_Y_99_6_40204628,GM_X_99_7_40204628,GM_Y_99_8_40204628,GM_X_99_9_40204628,GM_X_99_10_40204628,GM_Y_99_11_40204628,GM_Y_99_12_40204628,,,,,,,,,,,,,,,,,,,,,,,,
99,CE58593,Gilroy Earthquake of 13 May 2002,4.9,"3 mi. SW of Gilroy, CA",13/05/2002,10:00:29 PM PDT,Ml,SS,7.6,49.6,49.7,0.019,0.019,1.26,0.4,0.048,0.013,0.004,0.054,40133364,GM_Z_99_1_40133364,GM_X_99_2_40133364,GM_Y_99_3_40133364,GM_Y_99_4_40133364,GM_X_99_5_40133364,GM_Y_99_6_40133364,GM_X_99_7_40133364,GM_Y_99_8_40133364,GM_X_99_9_40133364,GM_X_99_10_40133364,GM_Y_99_11_40133364,GM_Y_99_12_40133364,,,,,,,,,,,,,,,,,,,,,,,,
99,CE58593,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,17.9,-9999,0.041,0.041,1.54,0.1,0.064,0.012,0.001,0.143,72282711,GM_Z_99_1_72282711,GM_X_99_2_72282711,GM_Y_99_3_72282711,GM_Y_99_4_72282711,GM_X_99_5_72282711,GM_Y_99_6_72282711,GM_X_99_7_72282711,GM_Y_99_8_72282711,GM_X_99_9_72282711,GM_X_99_10_72282711,GM_Y_99_11_72282711,GM_Y_99_12_72282711,,,,,,,,,,,,,,,,,,,,,,,,
100,CE58604,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,95.6,-9999,0.2,-1,-1,-1,-1,-1,-1,0.48,72948801,GM_Z_100_1_72948801,GM_Z_100_2_72948801,GM_Z_100_3_72948801,GM_X_100_4_72948801,GM_Y_100_5_72948801,GM_Y_100_6_72948801,GM_X_100_7_72948801,GM_Y_100_8_72948801,GM_Y_100_9_72948801,GM_X_100_10_72948801,GM_X_100_11_72948801,GM_Y_100_12_72948801,GM_Y_100_13_72948801,GM_Y_100_14_72948801,GM_X_100_15_72948801,GM_Y_100_16_72948801,GM_X_100_17_72948801,GM_X_100_18_72948801,GM_Y_100_19_72948801,GM_Y_100_20_72948801,,,,,,,,,,,,,,,,
101,CE58615,Glen Ellen Earthquake of 02 Aug 2006,4.4,"3 mi W of Glen Ellen, CA",02/08/2006,8:08:12 PM PDT,Ml,SS,9.1,47.7,47.7,0.011,0.011,1.15,0.4,0.021,0.023,0.004,0.025,40187964,GM_Z_101_1_40187964,GM_X_101_2_40187964,GM_Y_101_3_40187964,GM_Y_101_4_40187964,GM_X_101_5_40187964,GM_Y_101_6_40187964,GM_Y_101_7_40187964,GM_X_101_8_40187964,GM_Y_101_9_40187964,GM_Y_101_10_40187964,GM_X_101_11_40187964,GM_X_101_12_40187964,,,,,,,,,,,,,,,,,,,,,,,,
101,CE58615,Alum Rock Area Earthquake of 30 Oct 2007,5.4,"5 mi NNE of Alum Rock, CA",30/10/2007,8:04:54 PM PDT,Mw,,9.2,14,-9999,0.035,0.035,1.41,0.2,0.027,0.018,0.001,0.033,40204628,GM_Z_101_1_40204628,GM_X_101_2_40204628,GM_Y_101_3_40204628,GM_Y_101_4_40204628,GM_X_101_5_40204628,GM_Y_101_6_40204628,GM_Y_101_7_40204628,GM_X_101_8_40204628,GM_Y_101_9_40204628,GM_Y_101_10_40204628,GM_X_101_11_40204628,GM_X_101_12_40204628,,,,,,,,,,,,,,,,,,,,,,,,
101,CE58615,Gilroy Earthquake of 13 May 2002,4.9,"3 mi. SW of Gilroy, CA",13/05/2002,10:00:29 PM PDT,Ml,SS,7.6,50.1,50.2,0.015,0.015,1.99,0.4,0.032,0.033,0.004,0.082,40133364,GM_Z_101_1_40133364,GM_X_101_2_40133364,GM_Y_101_3_40133364,GM_Y_101_4_40133364,GM_X_101_5_40133364,GM_Y_101_6_40133364,GM_Y_101_7_40133364,GM_X_101_8_40133364,GM_Y_101_9_40133364,GM_Y_101_10_40133364,GM_X_101_11_40133364,GM_X_101_12_40133364,,,,,,,,,,,,,,,,,,,,,,,,
101,CE58615,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,15.5,-9999,0.013,0.013,0.97,0.1,0.017,0.017,0.001,0.03,72282711,GM_Z_101_1_72282711,GM_X_101_2_72282711,GM_Y_101_3_72282711,GM_Y_101_4_72282711,GM_X_101_5_72282711,GM_Y_101_6_72282711,GM_Y_101_7_72282711,GM_X_101_8_72282711,GM_Y_101_9_72282711,GM_Y_101_10_72282711,GM_X_101_11_72282711,GM_X_101_12_72282711,,,,,,,,,,,,,,,,,,,,,,,,
101,CE58615,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,16.3,-9999,0.025,0.025,1.83,0.3,0.064,0.032,0.001,0.044,72948801,GM_Z_101_1_72948801,GM_X_101_2_72948801,GM_Y_101_3_72948801,GM_Y_101_4_72948801,GM_X_101_5_72948801,GM_Y_101_6_72948801,GM_Y_101_7_72948801,GM_X_101_8_72948801,GM_Y_101_9_72948801,GM_Y_101_10_72948801,GM_X_101_11_72948801,GM_X_101_12_72948801,,,,,,,,,,,,,,,,,,,,,,,,
101,CE58615,Alum Rock Earthquake of 25 Oct 2022,5.1,"15 km (9.375 mi) ESE of Alum Rock, CA",25/10/2022,11:42:02.710 PDT,MW,,8.4,16.7,-9999,0.007,0.007,0.32,0,0.012,0.002,0,0.012,73799091,GM_Z_101_1_73799091,GM_X_101_2_73799091,GM_Y_101_3_73799091,GM_Y_101_4_73799091,GM_X_101_5_73799091,GM_Y_101_6_73799091,GM_Y_101_7_73799091,GM_X_101_8_73799091,GM_Y_101_9_73799091,GM_Y_101_10_73799091,GM_X_101_11_73799091,GM_X_101_12_73799091,,,,,,,,,,,,,,,,,,,,,,,,
102,CE58620,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,50.1,50.2,0.017,0.018,2.15,0.4,0.031,0.043,0.004,0.06,72948801,GM_Z_102_1_72948801,GM_X_102_2_72948801,GM_Y_102_3_72948801,GM_X_102_4_72948801,GM_Y_102_5_72948801,GM_Z_102_6_72948801,GM_X_102_7_72948801,GM_Y_102_8_72948801,GM_Y_102_9_72948801,GM_X_102_10_72948801,GM_Y_102_11_72948801,GM_X_102_12_72948801,GM_Y_102_13_72948801,GM_Y_102_14_72948801,,,,,,,,,,,,,,,,,,,,,,
103,CE58638,Lafayette Earthquake of 01 Mar 2007,4.2,"1 mi NE of Lafayette, CA",01/03/2007,8:40:00 PM PST,ML,,16.6,15.5,-9999,0.012,0.011,0.96,0.1,0.017,0.017,0.001,0.028,40194055,GM_Z_103_1_40194055,GM_Z_103_2_40194055,GM_X_103_3_40194055,GM_Y_103_4_40194055,GM_Y_103_5_40194055,GM_X_103_6_40194055,GM_Y_103_7_40194055,GM_Y_103_8_40194055,GM_X_103_9_40194055,GM_Y_103_10_40194055,GM_Y_103_11_40194055,GM_X_103_12_40194055,GM_Y_103_13_40194055,GM_Y_103_14_40194055,,,,,,,,,,,,,,,,,,,,,,
103,CE58638,Alum Rock Area Earthquake of 30 Oct 2007,5.4,"5 mi NNE of Alum Rock, CA",30/10/2007,8:04:54 PM PDT,Mw,,9.2,16.3,-9999,0.021,0.021,1.8,0.3,0.053,0.034,0.001,0.059,40204628,GM_Z_103_1_40204628,GM_Z_103_2_40204628,GM_X_103_3_40204628,GM_Y_103_4_40204628,GM_Y_103_5_40204628,GM_X_103_6_40204628,GM_Y_103_7_40204628,GM_Y_103_8_40204628,GM_X_103_9_40204628,GM_Y_103_10_40204628,GM_Y_103_11_40204628,GM_X_103_12_40204628,GM_Y_103_13_40204628,GM_Y_103_14_40204628,,,,,,,,,,,,,,,,,,,,,,
103,CE58638,Bolinas Earthquake of 17 Aug 1999,5,"Bolinas, CA",17/08/1999,06:06:18 PM PDT,Ml,,7,16.7,-9999,0.01,0.009,0.37,0.1,0.022,0.003,0.001,0.014,21044694,GM_Z_103_1_21044694,GM_Z_103_2_21044694,GM_X_103_3_21044694,GM_Y_103_4_21044694,GM_Y_103_5_21044694,GM_X_103_6_21044694,GM_Y_103_7_21044694,GM_Y_103_8_21044694,GM_X_103_9_21044694,GM_Y_103_10_21044694,GM_Y_103_11_21044694,GM_X_103_12_21044694,GM_Y_103_13_21044694,GM_Y_103_14_21044694,,,,,,,,,,,,,,,,,,,,,,
103,CE58638,Alamo Earthquake of 05 Sep 2008,4,"2 mi ENE of Alamo, CA",05/09/2008,9:00:15 PM PDT,Mw,,16.2,16.8,-9999,0.032,0.032,1,0.1,0.049,0.005,0.001,0.041,51207740,GM_Z_103_1_51207740,GM_Z_103_2_51207740,GM_X_103_3_51207740,GM_Y_103_4_51207740,GM_Y_103_5_51207740,GM_X_103_6_51207740,GM_Y_103_7_51207740,GM_Y_103_8_51207740,GM_X_103_9_51207740,GM_Y_103_10_51207740,GM_Y_103_11_51207740,GM_X_103_12_51207740,GM_Y_103_13_51207740,GM_Y_103_14_51207740,,,,,,,,,,,,,,,,,,,,,,
103,CE58638,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,16.8,-9999,0.007,0.007,0.2,0,0.008,0.001,0,0.01,72282711,GM_Z_103_1_72282711,GM_Z_103_2_72282711,GM_X_103_3_72282711,GM_Y_103_4_72282711,GM_Y_103_5_72282711,GM_X_103_6_72282711,GM_Y_103_7_72282711,GM_Y_103_8_72282711,GM_X_103_9_72282711,GM_Y_103_10_72282711,GM_Y_103_11_72282711,GM_X_103_12_72282711,GM_Y_103_13_72282711,GM_Y_103_14_72282711,,,,,,,,,,,,,,,,,,,,,,
103,CE58638,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,2.7,-9999,0.064,0.064,2.82,0.2,0.049,0.017,0.001,0.095,72948801,GM_Z_103_1_72948801,GM_Z_103_2_72948801,GM_X_103_3_72948801,GM_Y_103_4_72948801,GM_Y_103_5_72948801,GM_X_103_6_72948801,GM_Y_103_7_72948801,GM_Y_103_8_72948801,GM_X_103_9_72948801,GM_Y_103_10_72948801,GM_Y_103_11_72948801,GM_X_103_12_72948801,GM_Y_103_13_72948801,GM_Y_103_14_72948801,,,,,,,,,,,,,,,,,,,,,,
103,CE58638,Pleasant Hill Earthquake of 14 Oct 2019,4.5,"1 km (0.625 mi) SSE of Pleasant Hill, CA",14/10/2019,22:33:42.810 PDT,MW,,14,4.4,-9999,0.054,0.053,1.26,0.1,0.042,0.007,0.001,0.054,73291880,GM_Z_103_1_73291880,GM_Z_103_2_73291880,GM_X_103_3_73291880,GM_Y_103_4_73291880,GM_Y_103_5_73291880,GM_X_103_6_73291880,GM_Y_103_7_73291880,GM_Y_103_8_73291880,GM_X_103_9_73291880,GM_Y_103_10_73291880,GM_Y_103_11_73291880,GM_X_103_12_73291880,GM_Y_103_13_73291880,GM_Y_103_14_73291880,,,,,,,,,,,,,,,,,,,,,,
104,CE58661,Gilroy Earthquake of 13 May 2002,4.9,"3 mi. SW of Gilroy, CA",13/05/2002,10:00:29 PM PDT,Ml,SS,7.6,5.3,-9999,0.01,0.01,0.24,0,0.008,0.001,0,0.011,40133364,GM_Z_104_1_40133364,GM_X_104_2_40133364,GM_Y_104_3_40133364,GM_X_104_4_40133364,GM_X_104_5_40133364,GM_Y_104_6_40133364,GM_X_104_7_40133364,GM_Y_104_8_40133364,GM_X_104_9_40133364,GM_X_104_10_40133364,GM_Y_104_11_40133364,,,,,,,,,,,,,,,,,,,,,,,,,
104,CE58661,Lafayette Earthquake of 01 Mar 2007,4.2,"1 mi NE of Lafayette, CA",01/03/2007,8:40:00 PM PST,ML,,16.6,17.7,-9999,0.01,0.01,0.43,0,0.019,0.002,0,0.021,40194055,GM_Z_104_1_40194055,GM_X_104_2_40194055,GM_Y_104_3_40194055,GM_X_104_4_40194055,GM_X_104_5_40194055,GM_Y_104_6_40194055,GM_X_104_7_40194055,GM_Y_104_8_40194055,GM_X_104_9_40194055,GM_X_104_10_40194055,GM_Y_104_11_40194055,,,,,,,,,,,,,,,,,,,,,,,,,
104,CE58661,Alum Rock Area Earthquake of 30 Oct 2007,5.4,"5 mi NNE of Alum Rock, CA",30/10/2007,8:04:54 PM PDT,Mw,,9.2,35,-9999,0.013,0.013,0.66,0.1,0.029,0.007,0.001,0.028,40204628,GM_Z_104_1_40204628,GM_X_104_2_40204628,GM_Y_104_3_40204628,GM_X_104_4_40204628,GM_X_104_5_40204628,GM_Y_104_6_40204628,GM_X_104_7_40204628,GM_Y_104_8_40204628,GM_X_104_9_40204628,GM_X_104_10_40204628,GM_Y_104_11_40204628,,,,,,,,,,,,,,,,,,,,,,,,,
104,CE58661,Yountville Earthquake of 03 Sep 2000,5.2,"3 mi WSW of Yountville, CA",03/09/2000,1:36:30 AM PDT,ML,,9.4,72.3,-9999,0.01,0.01,0.51,0.1,0.032,0.004,0.001,0.022,51101203,GM_Z_104_1_51101203,GM_X_104_2_51101203,GM_Y_104_3_51101203,GM_X_104_4_51101203,GM_X_104_5_51101203,GM_Y_104_6_51101203,GM_X_104_7_51101203,GM_Y_104_8_51101203,GM_X_104_9_51101203,GM_X_104_10_51101203,GM_Y_104_11_51101203,,,,,,,,,,,,,,,,,,,,,,,,,
